1,AARTIPHARM,INE0LRU01027,635.75,20
444,GATEWAY,INE079J01017,83.13,20
445,SUPRAJIT,INE399C01030,443.4,20
446,ORIENTPPR,INE592A01026,37.91,20
447,TBOTEK,INE673O01025,1536.3,20
448,AVANTEL,INE005B01027,155.25,20
449,HINDUNILVR,INE030A01027,2471.45,9
450,LUPIN,INE326A01037,2107.15,20
451,TIRUMALCHM,INE338A01024,322.5,20
452,ITBEES,INF204KB15V2,46.97,20
453,ALPL30IETF,INF109KC17V7,28.68,6
454,VRLLOG,INE366I01010,542.9,20
455,SETFGOLD,INF200KA16D8,66.31,20
456,MIDCAPETF,INF769K01IC9,21.01,6.39
457,SUDARSCHEM,INE659A01023,989.45,20
458,KSB,INE999A01023,828.5,20
459,LAURUSLABS,INE947Q01028,532.05,20
460,SUPREMEIND,INE195A01028,4609.05,20
461,LTIM,INE214T01019,6115.25,20
462,SYMPHONY,INE225D01027,1348.5,20
463,SGBOCT26,IN0020180249,8032,10
464,HINDOILEXP,INE345A01011,186.73,20
465,MON100,INF247L01AP3,173.48,6.98
466,VIPIND,INE054A01027,499,20
467,SUPRIYA,INE07RO01027,793.2,20.1
468,PTC,INE877F01012,168.02,20
469,HDFCAMC,INE127D01025,4343.45,20
470,JUSTDIAL,INE599M01018,1116.15,20
471,GOLD1,INF174KA1HJ8,64.87,20
472,ACE,INE731H01025,1255.4,20.45
473,SGBJ28VIII,IN0020190537,8087,10
474,LIQUIDETF,INF740KA1EU7,1000,5
475,UJJIVANSFB,INE551W01018,32.9,20
476,KALYANKJIL,INE303R01014,699.4,20
477,SYRMA,INE0DYJ01015,555.9,20
478,SPANDANA,INE572J01011,367.3,20
479,BALRAMCHIN,INE119A01028,536.1,20
480,PATELENG,INE244B01030,52.42,20.99
481,TATAELXSI,INE670A01012,6791.4,20
482,SGBMAR31IV,IN0020220169,8165.57,10
483,DBL,INE917M01012,445.25,20
484,SGBJAN30IX,IN0020210236,8093.66,10
485,PNBHOUSING,INE572E01012,866.3,20
486,PSUBNKBEES,INF204KB16I7,75.52,20
487,ADANIPORTS,INE742F01042,1166.8,17.54
488,HINDZINC,INE267A01025,498.5,20
489,ORCHPHARMA,INE191A01027,1516.2,20
490,NYKAA,INE388Y01029,168.05,20
491,JISLJALEQS,INE175A01038,68.91,22.68
492,J&KBANK,INE168A01041,97.25,20
493,SGBSEP29VI,IN0020210145,8070,10
494,PSB,INE608A01012,48.82,20.47
495,KIMS,INE967H01025,596.7,20
496,VIJAYA,INE043W01024,1154.95,20
497,BANCOINDIA,INE213C01025,1130.25,22.01
498,METROPOLIS,INE112L01020,2118.1,20
499,TTKPRESTIG,INE690A01028,861.5,20
500,HGINFRA,INE926X01010,1337.2,20
501,PCBL,INE602A01031,394.4,20
502,TATACOMM,INE151A01013,1784.1,20
503,PITTIENG,INE450D01021,1390.25,20
504,GROWWLIQID,INF666M01IP5,101.13,5
505,ATGL,INE399L01023,600.4,20.84
506,DATAPATTNS,INE0IX101010,2312.15,20.27
507,RAINBOW,INE961O01016,1633.85,20
508,TEXRAIL,INE621L01012,202.81,22.59
509,SUNDRMFAST,INE387A01021,1132.45,20
510,ASHOKLEY,INE208A01029,234.91,20
511,AMBER,INE371P01015,6534.95,20
512,VESUVIUS,INE386A01015,5267.25,20
513,GSPL,INE246F01010,339.6,20
514,SGBDC27VII,IN0020190461,8200,10
515,TATAMOTORS,INE155A01022,796.6,11.77
516,SGBNOV25IX,IN0020170117,7808.33,10
517,ASKAUTOLTD,INE491J01022,447.35,20
518,FORCEMOT,INE451A01017,6960.55,23.24
519,BATAINDIA,INE176A01028,1321.5,20
520,INFIBEAM,INE483S01020,25.77,20
521,ORIENTELEC,INE142Z01019,229.23,20
522,CSBBANK,INE679A01013,303.05,20
523,MOLDTKPAC,INE893J01029,675,20
524,JKCEMENT,INE823G01014,4215.55,20
525,WABAG,INE956G01038,1680.3,20
526,KRN,INE0Q3J01015,784.55,20
527,AVANTIFEED,INE871C01038,579.05,20
528,ASHOKA,INE442H01029,233.06,20
529,RATNAMANI,INE703B01027,3527.4,20
530,POLYMED,INE205C01021,3002.35,20
531,COROMANDEL,INE169A01031,1795.45,20
532,CIEINDIA,INE536H01010,464.55,20
533,SGBDEC26,IN0020180389,8400,10
534,GLENMARK,INE935A01035,1490.4,20
535,SAMHI,INE08U801020,185.04,20
536,LT,INE018A01030,3753,10.66
537,STARHEALTH,INE575P01011,474.7,20
538,AXISBANK,INE238A01034,1155.9,9.69
539,RAILTEL,INE0DD101019,396.85,23.89
540,JSWENERGY,INE121E01018,675.05,20
541,ELECTCAST,INE086A01029,144.93,21.56
542,CAPACITE,INE264T01014,392.35,20
543,BSE,INE118H01025,4686.8,23
544,IPCALAB,INE571A01038,1607.15,20
545,FDC,INE258B01022,494.2,20
546,CENTRALBK,INE483A01010,56.71,20
547,DBREALTY,INE879I01012,164,24.82
548,HINDPETRO,INE094A01015,376.85,20
549,BAJFINANCE,INE296A01024,6685.4,10.33
550,NLCINDIA,INE589A01014,260.2,20.7
551,SURYAROSNI,INE335A01020,564.55,20
552,LTGILTBEES,INF204KB1882,26.9,10
553,KESORAMIND,INE087A01019,218.95,20
554,INGERRAND,INE177A01018,4655.5,20
555,ABBOTINDIA,INE358A01014,27758.2,20
556,PARADEEP,INE088F01024,106.4,20
557,DEN,INE947J01015,43.9,20
558,SCI,INE109A01011,223.06,22.39
559,IOC,INE242A01010,136.4,20
560,OBEROIRLTY,INE093I01010,1946.85,20
561,BALKRISIND,INE787D01026,2745.75,20
562,IEX,INE022Q01020,166.46,20
563,EMBDL,INE069I01010,122.07,23.41
564,ENDURANCE,INE913H01037,2399.95,20
565,MIDHANI,INE099Z01011,314.15,20
566,DREAMFOLKS,INE0JS101016,415.45,20
567,ANUP,INE294Z01018,3679.45,21.99
568,STYLEBAAZA,INE01FR01028,317.75,20
569,INDHOTEL,INE053A01029,798.05,20
570,AUTOBEES,INF204KC1337,242.46,20
571,GENESYS,INE727B01026,822,24
572,PNB,INE160A01022,104.11,20
573,ISGEC,INE858B01029,1294.35,20
574,FSL,INE684F01012,356.4,20
575,ULTRACEMCO,INE481G01011,11457.45,9
576,ASTRAZEN,INE203A01020,6457.15,20
577,PRINCEPIPE,INE689W01016,426.4,20
578,BANKBARODA,INE028A01039,247.1,20
579,ICICIGI,INE765G01017,1836.9,20
580,GHCL,INE539A01019,565.85,20
581,SUNPHARMA,INE044A01036,1798.9,9
582,LIQUIDCASE,INF0R8F01034,105.55,5
583,RAMCOCEM,INE331A01037,969.65,20
584,GLAND,INE068V01023,1773.95,20
585,BEL,INE263A01024,292.35,14.97
586,SKIPPER,INE439E01022,542.95,25.78
587,BCLIND,INE412G01024,53.5,20
588,CONCOR,INE111A01025,807.15,20
589,SWARAJENG,INE277A01016,2933.85,20
590,SGBDEC25XI,IN0020170133,7800,10
591,INDGN,INE065X01017,667.1,20
592,SAMMAANCAP,INE148I01020,161.83,20
593,FMCGIETF,INF109KC19V3,60.45,20
594,GAIL,INE129A01019,199.19,20
595,REDTAPE,INE0LXT01019,838.45,20
596,PATANJALI,INE619A01035,1761.85,20
597,CREDITACC,INE741K01010,929.45,20
598,DELHIVERY,INE148O01028,343.85,20
599,ABFRL,INE647O01011,298.65,20
600,FINPIPE,INE183A01024,267,20
601,SGBJU29III,IN0020210087,8100.15,10
602,IOB,INE565A01014,52.46,20.42
603,TMB,INE668A01016,443.45,20
604,SCHAEFFLER,INE513A01022,3399.15,20
605,ICICIPRULI,INE726G01019,687.65,20
606,GRWRHITECH,INE291A01017,4917.45,24.44
607,QUICKHEAL,INE306L01010,579,23.71
608,CHOICEIN,INE102B01014,520.7,20
609,ISEC,INE763G01038,873.05,20
610,ABCAPITAL,INE674K01013,190.5,20
611,PRECWIRE,INE372C01037,174.39,22.72
612,UTIAMC,INE094J01016,1287.65,20
613,TIMETECHNO,INE508G01029,410.4,20.71
614,BAJAJCON,INE933K01021,206.64,20
615,GLOBUSSPR,INE615I01010,817.7,20.47
616,MANINFRA,INE949H01023,194.65,20
617,BALUFORGE,INE011E01029,741.05,20
618,DIXON,INE935N01020,15724.8,20
619,CONCORDBIO,INE338H01029,2061.8,20
620,MSUMI,INE0FS801015,62.04,20
621,CYIENT,INE136B01020,1846.6,20
622,SGBMAY28,IN0020200088,8000,10
623,SHRIPISTON,INE526E01018,2010.2,20
624,NATIONALUM,INE139A01034,251.37,20
625,KSCL,INE455I01029,844.35,20
626,MEDIASSIST,INE456Z01021,570.75,20
627,BHARTIARTL,INE397D01024,1578.75,9
628,DALBHARAT,INE00R701025,1826.8,20
629,BEPL,INE922A01025,123.63,20
630,DALMIASUG,INE495A01022,411.8,20
631,SILVER,INF209KB19F6,90.48,20
632,STAR,INE939A01011,1417.45,20
633,PRAJIND,INE074A01025,800.05,20
634,AKUMS,INE09XN01023,672.1,20
635,MRPL,INE103A01014,155.55,21.43
636,LIQUID1,INF174KA1LV5,1020.62,5
637,DCW,INE500A01029,95.87,22.42
638,BHARATFORG,INE465A01025,1319.55,20
639,VEDL,INE205A01025,443.8,20
640,GPIL,INE177H01039,185.52,20
641,WONDERLA,INE066O01014,828.15,20
642,AMBUJACEM,INE079A01024,504.95,20
643,VOLTAS,INE226A01021,1644.25,20
644,NAM-INDIA,INE298J01013,694.15,20
645,CANFINHOME,INE477A01020,844.25,20
646,SILVERIETF,INF109KC1Y56,90.33,20
647,MAPMYINDIA,INE0BV301023,1649.45,20
648,DLF,INE271C01023,823.3,20
649,CARBORUNIV,INE120A01034,1405.6,20
650,NESCO,INE317F01035,1041.4,20
651,SGBJUN27,IN0020190073,8001,10
652,MAHSEAMLES,INE271B01025,655.05,20
653,VBL,INE200M01039,601.1,20
654,BALAMINES,INE050E01027,2024.4,20
655,NAVINFLUOR,INE048G01026,3430.95,20
656,SGBJUL29IV,IN0020210111,8049.91,10
657,JMFINANCIL,INE780C01023,133.4,20
658,CEIGALL,INE0AG901020,330.55,20
659,SIGACHI,INE0D0K01022,48.15,20
660,LIQUIDIETF,INF109KC1KT9,1000,5
661,LALPATHLAB,INE600L01024,3091.1,20
662,JKPAPER,INE789E01012,410.2,20
663,EMSLIMITED,INE0OV601013,749.75,20
664,INDIACEM,INE383A01012,358.3,20
665,BLUEDART,INE233B01017,7511.4,20
666,RELIGARE,INE621H01010,248.35,20
667,HITECH,INE106T01025,168.04,20
668,APTECHT,INE266F01018,164.24,20
669,MOM100,INF247L01023,60.04,6.23
670,KOLTEPATIL,INE094I01018,365.85,20
671,RALLIS,INE613A01020,324.95,20
672,EMIL,INE02YR01019,175.5,20
673,FINEORG,INE686Y01026,5194.05,20
674,CIPLA,INE059A01026,1503.3,10.03
675,LXCHEM,INE576O01020,255.2,20
676,GREENPLY,INE461C01038,321.5,20
677,DEEDEV,INE841L01016,289.45,20
678,MANAPPURAM,INE522D01027,150.16,20
679,STLTECH,INE089C01029,116.5,20
680,LIQUIDADD,INF740KA1UM0,1042.83,5
681,TCS,INE467B01029,4315.1,9
682,EIDPARRY,INE126A01031,864.9,20
683,PNBGILTS,INE859A01011,114.2,20
684,LLOYDSME,INE281B01032,965.5,20
685,DWARKESH,INE366A01041,60.66,20
686,HUDCO,INE031A01017,217.04,23.7
687,SGBFEB28IX,IN0020190545,8390,10
688,POWERMECH,INE211R01019,2705.75,20
689,ADANIGREEN,INE364U01010,968.8,23.07
690,IDFCFIRSTB,INE092T01019,64.65,20
691,AWFIS,INE108V01019,701.5,20
692,BAJAJ-AUTO,INE917I01010,9420.95,11.36
693,WELENT,INE625G01013,472.5,20
694,PRICOLLTD,INE726V01018,462.1,20
695,JKLAKSHMI,INE786A01032,763.4,20
696,PRSMJOHNSN,INE010A01011,182.06,20
697,GANDHAR,INE717W01049,206.83,20
698,CIGNITITEC,INE675C01017,1538.45,20
699,GRAVITA,INE024L01027,2128.8,24.06
700,BHEL,INE257A01026,241.22,20
701,USHAMART,INE228A01035,384.7,20
702,BOSCHLTD,INE323A01026,35042.6,20
703,BIKAJI,INE00E101023,769.3,20
704,RATEGAIN,INE0CLI01024,703.9,20
705,MAHSCOOTER,INE288A01013,9396.9,20
706,DABUR,INE016A01026,521.5,20
707,CHENNPETRO,INE178A01016,591.3,22.03
708,EQUITASBNK,INE063P01018,62.56,20
709,KRBL,INE001B01026,300.65,20
710,NIFTYBEES,INF204KB14I2,270.73,6
711,CPSEETF,INF457M01133,92.09,20
712,KEI,INE878B01027,4021,20
713,ARKADE,INE0QRL01017,140.47,20
714,DODLA,INE021O01019,1230.35,20
715,SGBNOV24,IN0020160076,7758.2,10
716,JUBLFOOD,INE797F01020,632.75,20
717,SBILIFE,INE123W01016,1495.2,9.47
718,SOLARINDS,INE343H01029,9961.95,20
719,PARAGMILK,INE883N01014,202.02,20
720,ZEEL,INE256A01028,118.48,22.22
721,SONATSOFTW,INE269A01021,552.6,20
722,MAHLOG,INE766P01016,390.1,20
723,CCL,INE421D01022,747.65,20
724,OFSS,INE881D01027,11958.25,20
725,JBMA,INE927D01044,1477.55,20
726,HEMIPROP,INE0AJG01018,164.08,20
727,CUMMINSIND,INE298A01020,3535.85,20
728,SGBDE31III,IN0020230168,8310.87,10
729,NBCC,INE095N01031,94.76,22.32
730,REPCOHOME,INE612J01015,476.7,20
731,AWHCL,INE01BK01022,620.35,21.96
732,CAMS,INE596I01012,4544.95,20
733,INDIGOPNTS,INE09VQ01012,1472.75,20
734,SGBOC28VII,IN0020200203,8050,10
735,NAZARA,INE418L01021,948,20
736,STYRENIX,INE189B01011,2401.25,20
737,ECOSMOBLTY,INE06HJ01020,326.75,20
738,MPHASIS,INE356A01018,2982.4,20
739,JUBLINGREA,INE0BY001018,710.35,20
740,SGBAUG30,IN0020220078,8246.56,10
741,SSWL,INE802C01033,209.18,20
742,BBTC,INE050A01025,2523.6,20.1
743,BLSE,INE0NLT01010,205.98,20
744,GSEC5IETF,INF109KC14A8,58.59,80
745,ZOMATO,INE758T01015,273.31,20
746,BAYERCROP,INE462A01022,5786.3,20
747,HFCL,INE548A01028,126.97,22.33
748,CRISIL,INE007A01025,5282.6,20
749,POWERGRID,INE752E01010,342.75,11.54
750,GESHIP,INE017A01032,1097.65,20
751,APOLLOTYRE,INE438A01022,503.8,20
752,CELLO,INE0LMW01024,750.75,20
753,ANANDRATHI,INE463V01026,4125.2,20
754,SGBDEC2512,IN0020170141,8350,10
755,EMUDHRA,INE01QM01018,888.6,20
756,SUNTV,INE424H01027,759.4,20
757,SGBFEB32IV,IN0020230184,8354.36,10
758,ITDCEM,INE686A01026,504.55,23.14
759,RHIM,INE743M01012,517.8,20
760,ROUTE,INE450U01017,1407.8,20
761,BAJAJHIND,INE306A01021,31.13,22.53
762,AGI,INE415A01038,890.45,20
763,BRIGADE,INE791I01019,1227.9,20
764,GULFOILLUB,INE635Q01029,1063.1,20
765,NH,INE410P01011,1255.7,20
766,SGBMR29XII,IN0020200427,8040.6,10
767,GILT5YBEES,INF204KC1030,58.36,10
768,GOLDIETF,INF109KC1NT3,66.33,20
769,ASTRAMICRO,INE386C01029,763.25,20
770,KIRLOSBROS,INE732A01036,2218.05,23.46
771,EKC,INE184H01027,212.13,23.07
772,SHREDIGCEM,INE232A01011,86.73,20
773,NESTLEIND,INE239A01024,2256.95,9
774,UNIONBANK,INE692A01016,119.79,20
775,PRUDENT,INE00F201020,3066.4,21.52
776,SANGHVIMOV,INE989A01032,324.85,23.13
777,MOTHERSON,INE775A01035,165.2,20
778,ERIS,INE406M01024,1473.75,20
779,EIHOTEL,INE230A01023,363.8,20
780,TITAGARH,INE615H01020,1179.75,22.28
781,CHOLAHLDNG,INE149A01033,1507.65,20
782,DEVYANI,INE872J01023,168.52,20
783,EPIGRAL,INE071N01016,1990.2,20.97
784,SKFINDIA,INE640A01023,4804.8,20
785,SGBJUN31I,IN0020230069,8261.33,10
786,TATAGOLD,INF277KA1976,7.57,20
787,METROBRAND,INE317I01021,1177.05,20
788,TORNTPOWER,INE813H01021,1614.4,20
789,IRCON,INE962Y01021,196.45,22.86
790,NAVA,INE725A01022,1030,20.48
791,POONAWALLA,INE511C01022,360.05,20
792,LEMONTREE,INE970X01018,125.67,20
793,JINDALSTEL,INE749A01030,877.25,20
794,360ONE,INE466L01038,1092.65,20
795,BLS,INE153T01027,387.65,20
796,INDIAMART,INE933S01016,2309.4,20
797,VGUARD,INE951I01027,412.3,20
798,QUESS,INE615P01015,648.05,20
799,GRINFRA,INE201P01022,1592.65,20
800,MANYAVAR,INE825V01034,1424.85,20
801,INDIASHLTR,INE922K01024,656.1,20
802,DYNAMATECH,INE221B01012,7262.25,20
803,CESC,INE486A01021,174.53,20
804,SJS,INE284S01014,1151.2,20
805,KRSNAA,INE08LI01020,1020.15,20
806,VENKEYS,INE398A01010,1700.1,20
807,ADANIPOWER,INE814H01011,446.65,20
808,HEIDELBERG,INE578A01017,215.18,20
809,OLAELEC,INE0LXG01040,69.58,20
810,LUXIND,INE150G01020,1804.3,20
811,GSFC,INE026A01025,199.05,20
812,ALEMBICLTD,INE426A01027,126.91,20
813,COALINDIA,INE522F01014,417.45,12.76
814,SUNTECK,INE805D01034,520.4,20
815,MEDANTA,INE474Q01031,1100.55,20
816,AEGISLOG,INE208C01025,847.4,20.22
817,GLAXO,INE159A01016,2341.65,20
818,VSTIND,INE710A01016,322.15,20
819,ASAHIINDIA,INE439A01020,661.7,20
820,PFC,INE134E01011,481.5,20
821,SNOWMAN,INE734N01019,71.18,20
822,CRAFTSMAN,INE00LO01017,5215.75,20
823,LIQUIDSBI,INF200KA13Z8,999.99,5
824,SGBFEB29XI,IN0020200393,8125,10
825,KCP,INE805C01028,231.91,20
826,SGBJAN27,IN0020180462,8150,10
827,ZYDUSWELL,INE768C01010,1914.25,20
828,SAPPHIRE,INE806T01020,312.6,20
829,LUMAXTECH,INE872H01027,503.3,20
830,ICIL,INE483B01026,331.5,20
831,SUBROS,INE287B01021,617.35,20
832,SHYAMMETL,INE810G01011,821.75,20
833,CROMPTON,INE299U01018,405.45,20
834,AUTOIETF,INF109KC10V2,24.23,20
835,HEG,INE545A01024,415.15,20
836,WELCORP,INE191B01025,747.05,20
837,HDFCGOLD,INF179KC1981,66.45,20
838,CAMPUS,INE278Y01022,267.9,20
839,AMIORG,INE00FF01017,2145.25,20
840,FIRSTCRY,INE02RE01045,543.45,20
841,JSL,INE220G01021,672.35,20
842,SGBFEB27,IN0020180561,8095,10
843,ESAFSFB,INE818W01011,39.33,20
844,GREAVESCOT,INE224A01026,173.21,20
845,MOL,INE0CT101020,95,20
846,EASEMYTRIP,INE07O001026,33.43,20
847,ELECON,INE205B01031,595.15,20.49
848,MTARTECH,INE864I01014,1775.35,20
849,KPIL,INE220B01022,1119.65,20
850,AARTIIND,INE769A01020,437.9,20
851,VOLTAMP,INE540H01012,9914.85,22.21
852,IRCTC,INE335Y01020,812.1,20
853,NUVAMA,INE531F01015,6605.05,20
854,RKFORGE,INE399G01023,972.95,20
855,SGBJAN29X,IN0020200385,8080,10
856,TEAMLEASE,INE985S01024,2712,20
857,GNFC,INE113A01013,584.4,20
858,ETHOSLTD,INE04TZ01018,2970.65,20
859,KPITTECH,INE04I401011,1366.2,20
860,DCMSHRIRAM,INE499A01024,1223.9,20
861,LTTS,INE010V01017,5458.15,20
862,GRAPHITE,INE371A01025,479.8,20
863,MAXHEALTH,INE027H01010,971.75,20
864,GODREJAGRO,INE850D01014,741.4,20
865,JKIL,INE576I01022,754.95,20
866,SJVN,INE002L01015,112.98,21.32
867,AIAENG,INE212H01026,3477.6,20
868,UFLEX,INE516A01017,565.5,20
869,ALLCARGO,INE418H01029,52.15,20
870,RITES,INE320J01015,292.35,20.27
871,EPL,INE255A01020,268.65,20
872,IKIO,INE0LOJ01019,258.45,20
873,MARICO,INE196A01026,607.8,20
874,GRANULES,INE101D01020,575.05,20
875,ICICIBANK,INE090A01021,1300.95,9
876,AXITA,INE02EZ01022,12.06,20
877,HDFCSML250,INF179KC1FB2,173.73,6.4
878,ASIANPAINT,INE021A01026,2459.7,9
879,RIIL,INE046A01015,1170.4,20
880,BALMLAWRIE,INE164A01016,224.42,20
881,GICHSGFIN,INE289B01019,209.61,20
882,SURYODAY,INE428Q01011,141.93,20
883,CASTROLIND,INE172A01027,193.1,20
884,HDFCLIQUID,INF179KC1HE2,1000,5
885,IRB,INE821I01022,51.15,20.51